,compound,CSID,MP_Kelvin,SMILES,rdk_smiles,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed
54,"1,2,3-trichlorobenzene",13864445.0,326.15,Clc1cccc(Cl)c1Cl,Clc1cccc(Cl)c1Cl,3.24783473374,199.292999548,6.85337115113,4.3659442266,6.63373106465,4.21521405516,2.31096364537,3.4448570644,1.5356409209,2.72800564739,0.904471116163,2.13507612967,0.477482558294,1.00091539743,0.0,0.0,0.0,0.0,15.0678999412,0.0,0.0,18.1991012054,0.0,0.0,34.8028196707,179.930033136,0.888888888889,1.33333333333,1.66666666667,0.0,0.09,9.0,178.425,109.737515096,7.2000110011,2.78220028173,1.51133632468,68.3412018001,5.6137654321,0.082655567921,5.6137654321,0.0777950410231,0.417438271605,0.0777950410231,0.417438271605,-0.082655567921,3.6468,41.472,181.449,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8691867392,12.1327341369,0.0,15.0678999412,1.0,0.0,34.8028196707,0.0,0.0,0.0,0.0,0.0,33.2670011466,0.0,0.0,0.0,0.0,0.0,34.8028196707,0.0,0.0,0.0,0.0,18.1991012054,15.0678999412,0.0,0.0,0.0,0.0,16.8088888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536102155274
56,"1,2,3,4-tetrachloronaphthalene",27793.0,471.15,Clc2c1ccccc1c(Cl)c(Cl)c2Cl,Clc1c(Cl)c(Cl)c2ccccc2c1Cl,3.02180529614,458.438424699,10.2925287399,6.8212589688,9.84497475287,6.62589765769,3.83327921521,5.34513710724,2.801512728,4.31337062004,1.97811927737,3.80940897077,1.29509002584,2.30297483247,0.0,0.0,0.0,0.0,20.090533255,10.7724484289,0.0,0.0,24.2654682738,0.0,46.4037595609,263.906710848,0.571428571429,0.928571428571,1.28571428571,0.0,-0.14,14.0,261.922,1805.67914883,10.380243674,3.78538477829,1.4687656126,101.326132559,6.02824074074,0.0819704042103,6.02824074074,0.0799791011434,0.302808641975,0.0799791011434,0.302808641975,-0.0819704042103,5.4534,63.988,265.954,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.6692278348,0.0,10.7724484289,20.090533255,2.0,0.0,57.1762079899,0.0,0.0,0.0,0.0,0.0,44.3560015288,0.0,0.0,0.0,0.0,0.0,46.4037595609,0.0,0.0,0.0,0.0,24.2654682738,20.090533255,10.7724484289,0.0,0.0,0.0,23.8836369363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5608075082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438724738025
57,"1,2,3,5-tetrachlorobenzene",21106571.0,328.15,Clc1cc(Cl)c(Cl)c(Cl)c1,Clc1cc(Cl)c(Cl)c(Cl)c1,3.31053287472,232.919883372,7.72361463913,4.66655843042,7.69027421449,4.60906090528,2.4106294844,3.92248737643,1.68341718934,3.3122176963,0.948588326296,2.36365280494,0.524589394626,1.45067597004,0.0,0.0,0.0,0.0,20.090533255,0.0,12.1327341369,0.0,0.0,0.0,46.4037595609,213.891060784,0.8,1.2,1.6,0.0,0.38,10.0,213.878,153.18156034,8.47633911368,3.18546695012,1.70109648593,78.644468027,5.62709876543,0.0842314728848,5.62709876543,0.0779030660374,0.34049382716,0.0779030660374,0.34049382716,-0.0842314728848,4.3002,46.482,215.894,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.4037595609,12.1327341369,5.02263331374,15.0678999412,1.0,0.0,46.4037595609,0.0,0.0,0.0,0.0,0.0,32.2232673919,0.0,0.0,0.0,0.0,0.0,46.4037595609,0.0,0.0,0.0,0.0,12.1327341369,20.090533255,0.0,0.0,0.0,0.0,22.4585802469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6525308642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447415117298
60,"1,2,4-tribromobenzene",11507.0,316.15,Brc1cc(Br)c(Br)cc1,Brc1ccc(Br)c(Br)c1,3.17167803044,219.542999548,6.85337115113,4.3659442266,9.12393384394,4.19837730276,2.30498058123,4.6839753899,1.55843071887,4.18278004601,0.881647495467,3.25455996587,0.470499849997,1.76419520948,0.0,0.0,0.0,0.0,0.0,13.4181585475,0.0,0.0,18.1991012054,47.7898316938,0.0,311.778486396,0.888888888889,1.55555555556,2.0,0.0,0.66,9.0,311.778,104.200919307,7.76351966874,3.17035591194,2.05856674005,79.0340459364,3.36912037037,0.0507965574257,3.36912037037,0.0328166966743,1.06655092593,0.0328166966743,1.06655092593,-0.0507965574257,3.9741,49.542,314.802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9299438979,50.0589890013,13.4181585475,0.0,1.0,0.0,47.7898316938,0.0,0.0,0.0,0.0,0.0,31.6172597529,0.0,0.0,0.0,0.0,0.0,47.7898316938,0.0,0.0,0.0,0.0,31.6172597529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22236111111,5.95148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.635581093204
62,"1,2,4,5-tetrabromobenzene",11974.0,455.15,Brc1c(Br)cc(Br)c(Br)c1,Brc1cc(Br)c(Br)cc1Br,3.28246290745,205.919883372,7.72361463913,4.66655843042,11.0105445869,4.60906090528,2.4106294844,5.58262256263,1.68042565727,5.09777325396,0.963206153162,4.65170006789,0.498292645493,2.48619010278,0.0,0.0,0.0,0.0,0.0,17.8908780633,0.0,0.0,12.1327341369,63.7197755918,0.0,389.688998464,0.6,0.8,1.0,0.0,1.14,10.0,391.682,156.495801385,9.22976660682,3.69554586083,2.06145268085,92.9015935421,3.3824537037,0.0495637373649,3.3824537037,0.0328977070998,1.04405092593,0.0328977070998,1.04405092593,-0.0495637373649,4.7366,57.242,393.698,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.8525097287,17.8908780633,0.0,1.0,0.0,63.7197755918,0.0,0.0,0.0,0.0,0.0,30.0236122003,0.0,0.0,0.0,0.0,0.0,63.7197755918,0.0,0.0,0.0,0.0,30.0236122003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1762037037,3.96064814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558723586719
64,"1,2,4,5-tetrachlorobenzene",21106163.0,412.15,c1c(c(cc(c1Cl)Cl)Cl)Cl,Clc1cc(Cl)c(Cl)cc1Cl,3.28246290745,205.919883372,7.72361463913,4.66655843042,7.69027421449,4.60906090528,2.4106294844,3.92248737643,1.68042565727,3.30922616423,0.963206153162,2.40750628553,0.498292645493,1.2646428655,0.0,0.0,0.0,0.0,20.090533255,0.0,12.1327341369,0.0,0.0,0.0,46.4037595609,213.891060784,0.6,0.8,1.0,0.0,0.38,10.0,213.878,156.495801385,8.47633911368,3.18546695012,1.70109648593,78.644468027,5.61089506173,0.0826554795969,5.61089506173,0.060769453885,0.413024691358,0.060769453885,0.413024691358,-0.0826554795969,4.3002,46.482,215.894,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.4037595609,12.1327341369,0.0,20.090533255,1.0,0.0,46.4037595609,0.0,0.0,0.0,0.0,0.0,32.2232673919,0.0,0.0,0.0,0.0,0.0,46.4037595609,0.0,0.0,0.0,0.0,12.1327341369,20.090533255,0.0,0.0,0.0,0.0,22.4435802469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6675308642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566615554783
66,"1,2,4,5-Tetramethylbenzene",6999.0,352.15,CC1=CC(=C(C=C1C)C)C,Cc1cc(C)c(C)cc1C,3.28246290745,196.210377428,7.72361463913,7.15470053838,7.15470053838,4.60906090528,3.65470053838,3.65470053838,3.02072594216,3.02072594216,2.11004233964,2.11004233964,1.1048608541,1.1048608541,0.0,0.0,0.0,0.0,0.0,0.0,22.2538059668,0.0,0.0,39.8276829357,0.0,134.109550448,0.6,0.8,1.0,0.4,-0.78,10.0,120.11,156.495801385,7.32845986985,2.45179018633,1.20583715666,62.8911715771,2.24074074074,0.0558560203659,2.24074074074,-0.0395012279416,1.39175925926,0.0395012279416,1.39175925926,-0.0558560203659,2.92028,45.39,134.222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1327341369,49.9487547656,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.6949487988,0.0,34.3865401037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6949487988,22.2538059668,12.1327341369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511479678081
67,"1,2,5,6-Dibenzanthracene dibenz[a,h]anthracene",5678.0,539.15,C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC5=CC=CC=C54)C=C32,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,2.01942548608,1070.79781721,14.5182970901,12.0829037687,12.0829037687,10.8989794856,7.6307682818,7.6307682818,5.86787657027,5.86787657027,4.60851077655,4.60851077655,3.50982858535,3.50982858535,0.0,0.0,0.0,0.0,0.0,0.0,43.0897937157,0.0,0.0,84.9291389585,0.0,278.109550448,0.318181818182,0.727272727273,1.22727272727,0.0,-2.86,22.0,264.242,288081.754041,11.7622333113,4.31574129857,1.58115621046,128.158061246,2.33277777778,0.0616289926898,2.33277777778,-0.00990182224537,1.3010547892,0.00990182224537,1.3010547892,-0.0616289926898,6.2994,96.466,278.354,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7964048215,55.2225278526,0.0,0.0,5.0,0.0,43.0897937157,0.0,0.0,0.0,0.0,0.0,84.9291389585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.9291389585,0.0,43.0897937157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230196755595
68,"1,3-Bis(4-hydroxyphenyl)-2-propen-1-one",4578417.0,478.65,OC1=CC=C(C=C1)C(C=CC2=CC=C(C=C2)O)=O,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1,2.11203243416,565.69263869,12.9578191578,9.57617817336,9.57617817336,8.64786704554,5.45475575335,5.45475575335,3.83599035087,3.83599035087,2.47206878065,2.47206878065,1.47926696337,1.47926696337,0.0,4.79453718407,0.0,17.2822686129,5.5634514917,5.5634514917,18.2087542438,42.4742225176,0.0,0.0,10.2130547897,240.078644244,0.833333333333,1.33333333333,1.88888888889,0.0,-2.55,18.0,228.162,13694.7533718,11.921540359,5.18656380673,2.97995450988,104.643710241,11.778409549,0.50796625078,11.778409549,0.185354735448,0.133392752163,0.185354735448,-0.136041666667,-0.50796625078,2.9939,69.5781,240.258,2.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,90.0,10.2130547897,11.4990236666,5.78324494636,0.0,0.0,0.0,4.79453718407,0.0,0.0,0.0,18.2087542438,48.0376740093,5.5634514917,0.0,2.0,15.0075919738,11.8592650532,0.0,0.0,0.0,0.0,0.0,65.7338596379,0.0,11.4990236666,0.0,0.0,11.4990236666,0.0,15.996299736,0.0,0.0,15.9214401675,54.6069566545,0.0,6.07602010683,0.0,57.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.640140060189
69,"1,3,5-tribromobenzene",11776.0,397.15,Brc1cc(Br)cc(Br)c1,Brc1cc(Br)cc(Br)c1,3.16567030992,169.065177655,6.85337115113,4.3659442266,9.12393384394,4.18154055035,2.29899751708,4.67799232575,1.5876663726,4.33469295898,0.827326835354,2.20084012854,0.520178761215,2.92150992352,0.0,0.0,0.0,0.0,0.0,13.4181585475,0.0,0.0,18.1991012054,47.7898316938,0.0,311.778486396,0.666666666667,0.888888888889,1.11111111111,0.0,0.66,9.0,311.778,85.7569381888,7.76351966874,3.17035591194,2.39661867433,79.0340459364,3.35291666667,0.0507561475039,3.35291666667,0.0197198192017,1.07291666667,0.0197198192017,1.07291666667,-0.0507561475039,3.9741,49.542,314.802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7898316938,18.1991012054,13.4181585475,0.0,1.0,0.0,47.7898316938,0.0,0.0,0.0,0.0,0.0,31.6172597529,0.0,0.0,0.0,0.0,0.0,47.7898316938,0.0,0.0,0.0,0.0,31.6172597529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21875,5.9725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679431347554
71,"1,3,5-trichlorobenzene",7662.0,338.15,Clc1cc(Cl)cc(Cl)c1,Clc1cc(Cl)cc(Cl)c1,3.16567030992,169.065177655,6.85337115113,4.3659442266,6.63373106465,4.18154055035,2.29899751708,3.43289093611,1.5876663726,2.89697371402,0.827326835354,1.48198050606,0.520178761215,1.39301489353,0.0,0.0,0.0,0.0,15.0678999412,0.0,0.0,18.1991012054,0.0,0.0,34.8028196707,179.930033136,0.666666666667,0.888888888889,1.11111111111,0.0,0.09,9.0,178.425,85.7569381888,7.2000110011,2.78220028173,2.05272374068,68.3412018001,5.58135802469,0.0842333210443,5.58135802469,0.0435114103949,0.5625,0.0435114103949,0.5625,-0.0842333210443,3.6468,41.472,181.449,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8028196707,18.1991012054,15.0678999412,0.0,1.0,0.0,34.8028196707,0.0,0.0,0.0,0.0,0.0,33.2670011466,0.0,0.0,0.0,0.0,0.0,34.8028196707,0.0,0.0,0.0,0.0,18.1991012054,15.0678999412,0.0,0.0,0.0,0.0,16.7440740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.58925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.573089120616
73,"1,4-dibromobenzene",13868640.0,360.15,Brc1ccc(Br)cc1,Brc1ccc(Br)cc1,3.03245553203,145.388338915,5.98312766313,4.06533002278,7.23732310101,3.78769370023,2.19933167806,3.78532821717,1.43643578047,3.26778683806,0.803543161466,1.86087418754,0.429549358511,0.958214871549,0.0,0.0,0.0,0.0,0.0,8.94543903166,0.0,0.0,24.2654682738,31.8598877959,0.0,233.867974328,0.75,1.0,1.25,0.0,0.18,8.0,231.874,70.7989237609,6.30224938875,2.64609747531,1.6001195765,65.1664983308,3.32458333333,0.0508383299396,3.32458333333,0.0175540651133,1.11175925926,0.0175540651133,1.11175925926,-0.0508383299396,3.2116,41.842,235.906,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8598877959,24.2654682738,8.94543903166,0.0,1.0,0.0,31.8598877959,0.0,0.0,0.0,0.0,0.0,33.2109073055,0.0,0.0,0.0,0.0,0.0,31.8598877959,0.0,0.0,0.0,0.0,33.2109073055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22351851852,7.96064814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648140806131
